id,name,address,lat,long,cat,note
294,荻窪病院,東京都杉並区今川3-1-24,35.714733,139.607941,hospital,有床
295,河北総合病院,東京都杉並区阿佐谷北1-6-1,35.705574,139.638626,hospital,有床
296,浴風会病院,東京都杉並区高井戸西1-12-1,35.67963,139.609787,hospital,有床
297,越川病院,東京都杉並区上井草4-4-5,35.717316,139.596237,hospital,有床
298,ニューハート・ワタナベ国際病院,東京都杉並区浜田山3-19-11,35.683247,139.629807,hospital,有床
299,浜田山病院,東京都杉並区浜田山4-1-8,35.681488,139.63443,hospital,有床
300,城西病院,東京都杉並区上荻2-42-11,35.708172,139.6147,hospital,有床
301,山中病院,東京都杉並区南荻窪1-5-15,35.694744,139.617279,hospital,有床
302,清川病院,東京都杉並区阿佐谷南2-31-12,35.704121,139.644073,hospital,有床
303,ロイヤル病院,東京都杉並区下高井戸4-6-2,35.670208,139.627914,hospital,有床
304,みやまえ病院,東京都杉並区宮前5-18-16,35.695675,139.602325,hospital,有床
305,杉並リハビリテーション病院,東京都杉並区西荻北2-5-5,35.704201,139.60228,hospital,有床
306,河北リハビリテーション病院,東京都杉並区堀ノ内1-9-27,35.684204,139.650574,hospital,有床
307,藤村病院,東京都杉並区阿佐谷北4-21-20,35.712559,139.634781,hospital,有床
308,杉並病院,東京都杉並区西荻北4-20-2,35.707722,139.594238,hospital,有床
309,河北前田病院,東京都杉並区本天沼1-2-1,35.712543,139.633179,hospital,有床
310,杏林大学医学部付属杉並病院,東京都杉並区和田2-25-1,35.689209,139.656509,hospital,災害拠点病院・二次救急医療機関(2024年開院)
311,特別養護老人ホーム南陽園,東京都杉並区高井戸西1-12-1,35.67963,139.609787,medical,特養(浴風会・浴風会病院と同一敷地)
312,特別養護老人ホーム上井草園,東京都杉並区上井草3-33-10,35.724243,139.602463,medical,特養
313,すぎなみ正吉苑,東京都杉並区清水2-15-24,35.714237,139.618286,medical,特養
314,特別養護老人ホーム和田堀ホーム,東京都杉並区和田2-27-8,35.690464,139.655014,medical,特養
315,特別養護老人ホームおぎくぼ紫苑,東京都杉並区荻窪3-7-30,35.696812,139.625595,medical,特養
316,特別養護老人ホームフェニックス杉並,東京都杉並区天沼3-19-14,35.710262,139.620377,medical,特養(都内最大規模)
317,特別養護老人ホームさんじゅ阿佐谷,東京都杉並区阿佐谷北1-2-1,35.705116,139.639618,medical,特養
318,特別養護老人ホーム沓掛ホーム,東京都杉並区本天沼3-34-28,35.716404,139.62236,medical,特養
319,特別養護老人ホームサンフレンズ善福寺,東京都杉並区善福寺3-27-11,35.715229,139.587357,medical,特養
320,特別養護老人ホーム愛敬苑,東京都杉並区和田1-3-7,35.68948,139.663986,medical,特養(区東端付近で経度が範囲外・要確認)
321,特別養護老人ホームマイルドハート高円寺,東京都杉並区高円寺北1-28-1,35.708057,139.657852,medical,特養
322,早稲田アカデミー井荻校,東京都杉並区上井草1-32-7,35.724663,139.612457,yobiko,
323,早稲田アカデミー荻窪校,東京都杉並区上荻1-19-10,35.706493,139.617477,yobiko,
324,早稲田アカデミー大学受験部荻窪校,東京都杉並区天沼3-4-2,35.705666,139.619827,yobiko,
325,早稲田アカデミー久我山校,東京都杉並区久我山3-25-6,35.68745,139.598846,yobiko,
326,早稲田アカデミー高円寺校,東京都杉並区高円寺南4-27-10,35.704731,139.649887,yobiko,
327,早稲田アカデミー下高井戸校,東京都杉並区下高井戸1-7-7,35.665924,139.63942,yobiko,区南端付近で緯度が範囲外・要確認
328,早稲田アカデミー個別進学館荻窪校,東京都杉並区天沼3-2-6,35.705368,139.621429,yobiko,
329,明光義塾阿佐ヶ谷教室,東京都杉並区阿佐谷北1-29-16,35.707832,139.636475,yobiko,
330,明光義塾久我山教室,東京都杉並区久我山4-1-5,35.688423,139.599396,yobiko,
331,明光義塾下井草教室,東京都杉並区下井草3-41-9,35.723934,139.622574,yobiko,
332,明光義塾西荻窪教室,東京都杉並区西荻北2-12-2,35.705914,139.60141,yobiko,
333,明光義塾方南町教室,東京都杉並区和泉4-51-11,35.683189,139.65657,yobiko,
334,明光義塾南阿佐ヶ谷新高円寺教室,東京都杉並区阿佐谷南1-1-4,35.697861,139.643265,yobiko,
335,TOMAS荻窪校,東京都杉並区天沼3-5-4,35.705997,139.619019,yobiko,
336,ena南阿佐ヶ谷,東京都杉並区阿佐ヶ谷南1-15-5,35.699436,139.63591,yobiko,
337,ena方南町,東京都杉並区方南2-18-4,35.683998,139.6595,yobiko,
338,ena個別阿佐ヶ谷,東京都杉並区阿佐谷北1-29-8,35.708103,139.636093,yobiko,
339,ena個別西永福,東京都杉並区永福3-55-1,35.678692,139.636093,yobiko,
340,ena久我山,東京都杉並区久我山5-8-20,35.688866,139.600143,yobiko,
341,ena西荻窪,東京都杉並区西荻南3-8-8,35.703064,139.600296,yobiko,
342,ena上井草,東京都杉並区井草5-4-11,35.725475,139.603622,yobiko,
343,ena八幡山,東京都杉並区上高井戸1-8-2,35.670151,139.616135,yobiko,
344,ena荻窪,東京都杉並区上荻1-16-16,35.705589,139.61937,yobiko,
345,ena下井草,東京都杉並区下井草2-39-12,35.723026,139.625061,yobiko,
346,ena西永福,東京都杉並区永福3-55-1,35.678692,139.636093,yobiko,
347,ena高円寺,東京都杉並区高円寺北2-6-1,35.706036,139.650116,yobiko,
348,栄光ゼミナール荻窪校,東京都杉並区上荻1-5-2,35.70472,139.621735,yobiko,
